Date,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,BTC_Supply,BTC_Demand,BTC_Daily_Return,BTC_Price_Change,BTC_Inflation,BTC_MarketCap,BTC_Supply_Proxy,BTC_Demand_Proxy,BTC_Intraday_Return_Pct,BTC_Market_Value_Proxy,LINK_Open,LINK_High,LINK_Low,LINK_Close,LINK_Volume,LINK_Supply,LINK_Demand,LINK_Daily_Return,LINK_Price_Change,LINK_Inflation,LINK_MarketCap,LINK_Supply_Proxy,LINK_Demand_Proxy,LINK_Intraday_Return_Pct,LINK_Market_Value_Proxy,Price_Ratio,BTC_Open_Norm,BTC_High_Norm,BTC_Low_Norm,BTC_Close_Norm,BTC_Volume_Norm,LINK_Open_Norm,LINK_High_Norm,LINK_Low_Norm,LINK_Close_Norm,LINK_Volume_Norm
2019-06-16,8841.44043,9335.867188,8814.556641,8994.488281,23348550311,22951257507.84557,23752720365.711754,1.731028,153.047852,1.731028,206434816694268.06,22951257507.84557,23752720365.711754,1.731028,206434816694268.06,1.721864,1.781262,1.616632,1.673432,119199289,122649120.902518,115846492.771835,-2.812765,-0.048432,-2.812765,205244962.774055,122649120.902518,115846492.771835,-2.812765,205244962.774055,5374.875299,0.046127,0.049303,0.046859,0.047383,0.058685,0.02987,0.030468,0.031234,0.028966,0.000697
2019-06-17,8988.923828,9416.407227,8988.923828,9320.352539,15562951919,15009538400.436325,16136770230.459913,3.687079,331.428711,3.687079,139894189340662.8,15009538400.436325,16136770230.459913,3.687079,139894189340662.8,1.674707,2.028961,1.673876,1.971635,158900877,134970429.075105,187074227.179932,17.730141,0.296928,17.730141,266112419.772184,134970429.075105,187074227.179932,17.730141,266112419.772184,4727.220106,0.047341,0.049958,0.048312,0.050064,0.036315,0.028964,0.035168,0.032464,0.034697,0.000929
2019-06-18,9335.466797,9348.374023,9004.901367,9081.762695,15848210536,16290939128.488384,15417513699.6345,-2.717637,-253.704102,-2.717637,147950443248712.5,16290939128.488384,15417513699.6345,-2.717637,147950443248712.5,1.96632,2.024411,1.770514,1.818537,117480216,127027221.976791,108650735.933817,-7.515717,-0.147783,-7.515717,231003702.770782,127027221.976791,108650735.933817,-7.515717,231003702.770782,4993.993914,0.050193,0.049405,0.048445,0.048101,0.037135,0.034563,0.035082,0.034539,0.031754,0.000686
2019-06-19,9078.727539,9299.621094,9070.395508,9273.521484,15546809946,15220243123.29866,15880383614.047062,2.145608,194.793945,2.145608,141145251601320.97,15220243123.29866,15880383614.047062,2.145608,141145251601320.97,1.816818,1.901863,1.799022,1.838441,38209064,37759664.115526,38663812.455784,1.190159,0.021623,1.190159,69418915.195791,37759664.115526,38663812.455784,1.190159,69418915.195791,5044.231179,0.04808,0.049008,0.04899,0.049679,0.036269,0.031693,0.032757,0.035151,0.032137,0.000222
2019-06-20,9273.060547,9594.419922,9232.484375,9527.160156,17846823784,17370829796.52369,18335860917.87562,2.740191,254.099609,2.740191,165494677518440.78,17370829796.52369,18335860917.87562,2.740191,165494677518440.78,1.837072,1.88315,1.694121,1.765551,40500786,42141440.127836,38924005.958076,-3.893208,-0.071521,-3.893208,74402860.538354,42141440.127836,38924005.958076,-3.893208,74402860.538354,5396.139966,0.049679,0.051407,0.050341,0.051766,0.042877,0.032082,0.032402,0.032898,0.030736,0.000235
2019-06-21,9525.074219,10144.556641,9525.074219,10144.556641,20624008643,19364593246.591957,21965332661.009933,6.503702,619.482422,6.503702,196445213012716.47,19364593246.591957,21965332661.009933,6.503702,196445213012716.47,1.767737,1.788509,1.620875,1.702871,56871937,59038313.01651,54785054.871528,-3.669441,-0.064866,-3.669441,100534629.058631,59038313.01651,54785054.871528,-3.669441,100534629.058631,5957.32551,0.051753,0.055882,0.052779,0.056847,0.050857,0.03075,0.030606,0.031326,0.029531,0.000331
2019-06-22,10175.923828,11157.345703,10107.035156,10701.691406,29995204861,28521558722.60351,31544991050.58836,5.16678,525.767578,5.16678,305228919874540.75,28521558722.60351,31544991050.58836,5.16678,305228919874540.75,1.69249,1.929195,1.69249,1.838553,65320899,60131511.056537,70958134.448949,8.630064,0.146063,8.630064,110554967.149957,60131511.056537,70958134.448949,8.630064,110554967.149957,5820.714272,0.057109,0.064121,0.057629,0.061432,0.077782,0.029306,0.033275,0.032863,0.032139,0.000381
2019-06-23,10696.691406,11246.144531,10556.095703,10855.371094,20998326502,20691380948.634373,21309825428.239326,1.483446,158.679688,1.483446,224612618639575.03,20691380948.634373,21309825428.239326,1.483446,224612618639575.03,1.838015,1.896221,1.761218,1.801375,47203299,48163413.071255,46262324.332933,-1.993451,-0.03664,-1.993451,86760369.736995,48163413.071255,46262324.332933,-1.993451,86760369.736995,6026.158298,0.061395,0.064844,0.061371,0.062696,0.051932,0.0321,0.03265,0.034339,0.031425,0.000274
2019-06-24,10853.744141,11065.896484,10610.427734,11011.102539,19271652365,18996243400.217182,19551054229.657005,1.449808,157.358398,1.449808,209169583936780.7,18996243400.217182,19551054229.657005,1.449808,209169583936780.7,1.801375,1.880836,1.792631,1.860334,30278025,29318432.658667,31269024.799987,3.273,0.058959,3.273,54542078.237262,29318432.658667,31269024.799987,3.273,54542078.237262,5918.884625,0.062687,0.063377,0.061824,0.063978,0.046971,0.031396,0.032358,0.035014,0.032558,0.000175
2019-06-25,11007.202148,11790.916992,11007.202148,11790.916992,24879684533,23225989736.467308,26651122707.150116,7.120019,783.714844,7.120019,273855717044084.84,23225989736.467308,26651122707.150116,7.120019,273855717044084.84,1.860021,2.409019,1.856897,2.189712,199041263,169072882.660018,234321576.312745,17.725125,0.329691,17.725125,370220928.079197,169072882.660018,234321576.312745,17.725125,370220928.079197,5384.688368,0.06395,0.069276,0.06513,0.070395,0.063084,0.032522,0.04238,0.036394,0.038888,0.001165
2019-06-26,11778.581055,13796.489258,11755.597656,13016.231445,45105733173,40816847521.60859,49845279305.23753,10.507636,1237.650391,10.507636,531281534209287.3,40816847521.60859,49845279305.23753,10.507636,531281534209287.3,2.189712,2.416879,2.014617,2.26156,179571545,173866703.462308,185463571.411633,3.281158,0.071848,3.281158,393209975.488498,173866703.462308,185463571.411633,3.281158,393209975.488498,5755.421769,0.070298,0.085591,0.071366,0.080479,0.121197,0.038853,0.042529,0.039781,0.040269,0.001051
2019-06-27,13017.125,13311.144531,10491.852539,11182.806641,39977475223,46534989728.93888,34344018006.985863,-14.091578,-1834.318359,-14.091578,520391792162193.9,46534989728.93888,34344018006.985863,-14.091578,520391792162193.9,2.256756,2.520257,2.071417,2.267606,136956672,136301367.066183,137615127.485903,0.480776,0.01085,0.480776,309077800.489929,136301367.066183,137615127.485903,0.480776,309077800.489929,4931.54743,0.08049,0.081643,0.060836,0.065391,0.106463,0.04014,0.044491,0.041001,0.040385,0.000801
2019-06-28,11162.167969,12445.174805,10914.495117,12407.332031,35087757766,31566451582.375053,39001873296.80411,11.155217,1245.164062,11.155217,391655445830904.25,31566451582.375053,39001873296.80411,11.155217,391655445830904.25,2.27051,2.977871,2.174589,2.961826,229612906,176019244.369594,299524559.320697,30.447615,0.691316,30.447615,521338389.619673,176019244.369594,299524559.320697,30.447615,521338389.619673,4189.081894,0.065225,0.074598,0.064357,0.075468,0.092414,0.040404,0.053174,0.043216,0.053727,0.001344
2019-06-29,12400.763672,12400.910156,11508.378906,11959.371094,29923961128,31028384951.498783,28858848147.905354,-3.559398,-441.392578,-3.559398,371079970074702.06,31028384951.498783,28858848147.905354,-3.559398,371079970074702.06,2.958904,4.541815,2.901202,3.703152,953804527,762111871.601003,1193713298.041868,25.152824,0.744248,25.152824,2822216056.806603,762111871.601003,1193713298.041868,25.152824,2822216056.806603,3229.511315,0.075418,0.074238,0.069306,0.071782,0.077577,0.053622,0.08285,0.05882,0.067974,0.00559
2019-06-30,11931.991211,12178.383789,10799.008789,10817.155273,27256473494,30065575833.0636,24709832648.9436,-9.343251,-1114.835938,-9.343251,325224002171558.94,30065575833.0636,24709832648.9436,-9.343251,325224002171558.94,3.706505,4.094571,3.392555,3.446889,434865872,467619523.222126,404406397.165097,-7.004338,-0.259616,-7.004338,1611832555.074512,467619523.222126,404406397.165097,-7.004338,1611832555.074512,3138.237266,0.07156,0.072428,0.063395,0.062382,0.069913,0.067976,0.074364,0.069371,0.063049,0.002547
2019-07-01,10796.930664,11206.439453,10089.314453,10583.134766,29378589324,29972082843.49597,28796847892.589565,-1.980154,-213.795898,-1.980154,317198591939194.8,29972082843.49597,28796847892.589565,-1.980154,317198591939194.8,3.448977,3.76081,2.951939,3.591973,377055673,362045126.022424,392688563.725278,4.146043,0.142996,4.146043,1300456341.468581,362045126.022424,392688563.725278,4.146043,1300456341.468581,2946.329098,0.062219,0.064521,0.057481,0.060456,0.07601,0.063031,0.06803,0.059909,0.065838,0.002208
2019-07-02,10588.683594,10912.188477,9737.884766,10801.677734,31015895223,30404304680.19807,31639788069.570396,2.011526,212.994141,2.011526,328417500893249.1,30404304680.19807,31639788069.570396,2.011526,328417500893249.1,3.59016,3.818431,3.232567,3.645436,424338055,417903769.502005,430871406.438269,1.539657,0.055276,1.539657,1523441466.149857,417903769.502005,430871406.438269,1.539657,1523441466.149857,2963.068777,0.060506,0.062127,0.054553,0.062255,0.080715,0.065742,0.069124,0.065936,0.066865,0.002486
2019-07-03,10818.15625,11968.078125,10818.15625,11961.269531,30796494294,27853338339.572453,34050642304.980263,10.566618,1143.113281,10.566618,333161287224725.4,27853338339.572453,34050642304.980263,10.566618,333161287224725.4,3.650801,3.788958,3.530277,3.533164,204354523,211158519.731585,197769766.162606,-3.222222,-0.117637,-3.222222,746057685.351273,211158519.731585,197769766.162606,-3.222222,746057685.351273,3385.427183,0.062394,0.070717,0.063555,0.071797,0.080084,0.066906,0.068564,0.072329,0.064707,0.001196
2019-07-04,11972.71875,12006.075195,11166.569336,11215.4375,25920294033,27670466745.003235,24280820737.456516,-6.325057,-757.28125,-6.325057,310336390374412.2,27670466745.003235,24280820737.456516,-6.325057,310336390374412.2,3.531255,3.620145,3.311237,3.484891,178867441,181247148.865095,176518977.81687,-1.312963,-0.046364,-1.312963,631626546.582994,181247148.865095,176518977.81687,-1.312963,631626546.582994,3218.303729,0.071896,0.071026,0.066458,0.06566,0.066074,0.064611,0.065361,0.067625,0.06378,0.001046
2019-07-05,11203.102539,11395.661133,10874.964844,10978.459961,23838480210,24326266080.879005,23360475332.843506,-2.005182,-224.642578,-2.005182,267064938168042.16,24326266080.879005,23360475332.843506,-2.005182,267064938168042.16,3.47952,3.69977,3.445953,3.622153,191209597,183680155.059095,199047686.850763,4.099214,0.142633,4.099214,665317632.723213,183680155.059095,199047686.850763,4.099214,665317632.723213,3030.921065,0.065562,0.06606,0.064028,0.063709,0.060092,0.063618,0.066872,0.070518,0.066418,0.001119
2019-07-06,10982.543945,11620.964844,10982.543945,11208.550781,21092024306,20666729210.322666,21526071435.759083,2.057873,226.006836,2.057873,231644083836244.34,20666729210.322666,21526071435.759083,2.057873,231644083836244.34,3.62576,3.631667,3.463123,3.47688,100575087,104881712.229202,96445299.281081,-4.106174,-0.14888,-4.106174,364661135.329242,104881712.229202,96445299.281081,-4.106174,364661135.329242,3223.738105,0.063747,0.067893,0.064924,0.065603,0.052201,0.066426,0.06558,0.070887,0.063626,0.000587
2019-07-07,11217.616211,11541.620117,11148.804688,11450.84668,19369044277,18974536219.881596,19771754727.33254,2.079145,233.230469,2.079145,217274505072041.38,18974536219.881596,19771754727.33254,2.079145,217274505072041.38,3.478207,3.51314,3.28216,3.314356,97053705,101851725.610266,92481709.050962,-4.71079,-0.163851,-4.71079,337572886.914704,101851725.610266,92481709.050962,-4.71079,337572886.914704,3454.923482,0.065681,0.067247,0.06631,0.067597,0.047251,0.063593,0.063331,0.067001,0.060502,0.000567
2019-07-08,11446.59668,12345.833008,11393.374023,12285.958008,23482551458,21878252829.678387,25204490837.110596,7.332846,839.361328,7.332846,268795295549733.66,21878252829.678387,25204490837.110596,7.332846,268795295549733.66,3.312831,3.552226,3.272753,3.335758,111053367,110290084.514822,111821931.919721,0.692068,0.022927,0.692068,367901028.521619,110290084.514822,111821931.919721,0.692068,367901028.521619,3683.108342,0.067566,0.07379,0.068348,0.074469,0.05907,0.060417,0.064072,0.066799,0.060914,0.000649
2019-07-09,12284.326172,12779.131836,12233.261719,12573.8125,28167921523,27519412713.710342,28831712768.731945,2.35655,289.486328,2.35655,346023935572310.06,27519412713.710342,28831712768.731945,2.35655,346023935572310.06,3.341371,3.376712,2.982126,3.112949,177238039,190243423.266199,165121726.308563,-6.836181,-0.228422,-6.836181,592218054.14255,190243423.266199,165121726.308563,-6.836181,592218054.14255,4039.196571,0.07446,0.077315,0.075347,0.076838,0.072532,0.060965,0.060742,0.060558,0.056631,0.001037
2019-07-10,12571.537109,13129.529297,11710.978516,12156.512695,33627574244,34775622590.32722,32517426441.425274,-3.301302,-415.024414,-3.301302,422750297506709.0,34775622590.32722,32517426441.425274,-3.301302,422750297506709.0,3.108237,3.223023,2.882203,3.118319,172059406,171503111.399413,172617505.020811,0.324364,0.010082,0.324364,534801416.765868,171503111.399413,172617505.020811,0.324364,534801416.765868,3898.418526,0.076823,0.080165,0.070994,0.073404,0.088218,0.056489,0.057826,0.058412,0.056735,0.001007
2019-07-11,12139.713867,12144.623047,11158.922852,11358.662109,28595327690,30561618327.26308,26755545368.781803,-6.433856,-781.051758,-6.433856,347139096095063.75,30561618327.26308,26755545368.781803,-6.433856,347139096095063.75,3.118337,3.136812,2.777654,2.82714,118728040,130957086.643539,107640967.308714,-9.338209,-0.291197,-9.338209,370234030.092745,130957086.643539,107640967.308714,-9.338209,370234030.092745,4017.721703,0.07327,0.072153,0.066394,0.066838,0.07376,0.056683,0.05619,0.056167,0.051139,0.000694
2019-07-12,11354.299805,11905.487305,11179.144531,11815.986328,23534692797,22615120770.096622,24491656298.450855,4.066182,461.686523,4.066182,267219957828357.38,22615120770.096622,24491656298.450855,4.066182,267219957828357.38,2.829625,3.265161,2.666576,3.173851,162546196,144916935.380437,182320070.216149,12.16508,0.344226,12.16508,459944762.184661,144916935.380437,182320070.216149,12.16508,459944762.184661,3722.917767,0.066806,0.070208,0.066563,0.070602,0.05922,0.051139,0.058625,0.053781,0.057802,0.000951
2019-07-13,11813.126953,11841.957031,10908.479492,11392.378906,21042616384,21819770990.38784,20293141686.92449,-3.561699,-420.748047,-3.561699,248579098770100.1,21819770990.38784,20293141686.92449,-3.561699,248579098770100.1,3.176245,3.265149,3.050825,3.170485,144234535,144496571.990215,143972973.200188,-0.181345,-0.00576,-0.181345,458124216.890644,144496571.990215,143972973.200188,-0.181345,458124216.890644,3593.260601,0.070582,0.069691,0.064307,0.067116,0.052059,0.057795,0.058625,0.062033,0.057737,0.000843
2019-07-14,11381.020508,11451.204102,10234.576172,10256.058594,22486000001,24952434193.97054,20263361566.83059,-9.884543,-1124.961914,-9.884543,255913627150052.9,24952434193.97054,20263361566.83059,-9.884543,255913627150052.9,3.167361,3.240174,2.78088,2.78738,95436164,108446206.836104,83986906.179209,-11.996771,-0.379981,-11.996771,302280785.851359,108446206.836104,83986906.179209,-11.996771,302280785.851359,3679.461956,0.067026,0.066512,0.058692,0.057764,0.056206,0.057624,0.058151,0.056236,0.050374,0.000557
2019-07-15,10257.838867,11052.766602,9992.006836,10895.089844,25384047207,23899340875.638374,26960988420.564266,6.212332,637.250977,6.212332,260385466046486.88,23899340875.638374,26960988420.564266,6.212332,260385466046486.88,2.786523,2.844985,2.601529,2.728492,95812874,97850675.363722,93817511.121067,-2.082562,-0.058031,-2.082562,266984787.034237,97850675.363722,93817511.121067,-2.082562,266984787.034237,3993.081071,0.057783,0.063271,0.05667,0.063023,0.064533,0.050312,0.050652,0.052385,0.049243,0.000559
2019-07-16,10896.65332,10996.632812,9448.106445,9477.641602,24151199070,27767165567.03911,21006120164.139088,-13.022454,-1419.011719,-13.022454,263167243535643.62,27767165567.03911,21006120164.139088,-13.022454,263167243535643.62,2.729033,2.771494,2.175402,2.19765,82850036,102882845.900889,66717910.115101,-19.471477,-0.531383,-19.471477,226100481.741472,102882845.900889,66717910.115101,-19.471477,226100481.741472,4312.625665,0.06304,0.062814,0.052138,0.051359,0.060991,0.049208,0.049258,0.043234,0.039041,0.000483
2019-07-17,9471.213867,9963.134766,9163.134766,9693.802734,24569921549,24005747596.38962,25147354503.335945,2.350162,222.588867,2.350162,232706981690597.8,24005747596.38962,25147354503.335945,2.350162,232706981690597.8,2.191683,2.57414,2.067825,2.379704,135564356,124853385.944925,147194202.853268,8.578838,0.188021,8.578838,297114101.767602,124853385.944925,147194202.853268,8.578838,297114101.767602,4073.532986,0.05131,0.054406,0.049763,0.053137,0.062194,0.03889,0.045513,0.040924,0.042539,0.000793
2019-07-18,9698.50293,10736.842773,9376.798828,10666.482422,25187024648,22901311104.940567,27700868640.752254,9.98071,967.979492,9.98071,244276432338739.25,22901311104.940567,27700868640.752254,9.98071,244276432338739.25,2.378278,2.790031,2.354271,2.679091,142714502,126690271.353218,160765533.640091,12.648351,0.300813,12.648351,339414762.819992,126690271.353218,160765533.640091,12.648351,339414762.819992,3981.38119,0.05318,0.0607,0.051544,0.061142,0.063967,0.042473,0.04961,0.047075,0.048293,0.000834
2019-07-19,10653.956055,10716.980469,10229.628906,10530.732422,20727426310,20969964878.681705,20487692941.88198,-1.1566,-123.223633,-1.1566,220829089033513.5,20969964878.681705,20487692941.88198,-1.1566,220829089033513.5,2.679091,2.752933,2.51558,2.608851,71363583,73284957.442414,69492582.875547,-2.621786,-0.07024,-2.621786,191189531.281358,73284957.442414,69492582.875547,-2.621786,191189531.281358,4036.540454,0.061043,0.060539,0.05865,0.060025,0.051154,0.048249,0.048906,0.050539,0.046943,0.000416
2019-07-20,10525.819336,11048.662109,10451.276367,10767.139648,20206615155,19753731023.93187,20669882339.068336,2.292651,241.320312,2.292651,212691180512346.75,19753731023.93187,20669882339.068336,2.292651,212691180512346.75,2.611384,2.722408,2.597904,2.644641,67423557,66575689.250403,68282222.680928,1.27354,0.033257,1.27354,176068792.238347,66575689.250403,68282222.680928,1.27354,176068792.238347,4071.304938,0.059988,0.063237,0.060497,0.06197,0.049657,0.046949,0.048327,0.052307,0.047631,0.000393
2019-07-21,10777.529297,10841.887695,10389.599609,10599.105469,17130580467,17418954212.684216,16846980797.657257,-1.655517,-178.423828,-1.655517,184625332855567.12,17418954212.684216,16846980797.657257,-1.655517,184625332855567.12,2.643342,2.669212,2.49764,2.550355,48335818,50098163.128308,46635468.365285,-3.517784,-0.092987,-3.517784,127768098.699961,50098163.128308,46635468.365285,-3.517784,127768098.699961,4155.933447,0.06206,0.061555,0.059983,0.060588,0.040819,0.047563,0.047317,0.050154,0.045819,0.000281
2019-07-22,10596.948242,10651.791016,10154.921875,10343.106445,16334414913,16735296142.864635,15943136486.640356,-2.395424,-253.841797,-2.395424,173094949399476.62,16735296142.864635,15943136486.640356,-2.395424,173094949399476.62,2.549299,2.586657,2.400382,2.425729,48393920,50859172.684283,46048163.376636,-4.847213,-0.12357,-4.847213,123370571.944046,50859172.684283,46048163.376636,-4.847213,123370571.944046,4263.916658,0.060574,0.060009,0.058028,0.058481,0.038532,0.045757,0.045751,0.048065,0.043424,0.000281
2019-07-23,10346.748047,10346.748047,9883.594727,9900.767578,17851916995,18656057305.000484,17082437901.332418,-4.310344,-445.980469,-4.310344,184709287300990.88,18656057305.000484,17082437901.332418,-4.310344,184709287300990.88,2.423183,2.501269,2.259611,2.370991,66520544,67984842.443526,65087784.49743,-2.15386,-0.052192,-2.15386,161191448.998428,67984842.443526,65087784.49743,-2.15386,161191448.998428,4175.792997,0.058515,0.057527,0.055767,0.054841,0.042892,0.043335,0.04413,0.045042,0.042372,0.000388
2019-07-24,9887.730469,9908.796875,9614.306641,9811.925781,17398734322,17533152951.69399,17265346218.19366,-0.766654,-75.804688,-0.766654,172033995473325.78,17533152951.69399,17265346218.19366,-0.766654,172033995473325.78,2.370991,2.464464,2.300803,2.405396,78623000,77498435.152298,79763883.191346,1.451081,0.034405,1.451081,186414424.73197,77498435.152298,79763883.191346,1.451081,186414424.73197,4079.131188,0.054737,0.053964,0.053523,0.05411,0.04159,0.042333,0.043432,0.045927,0.043033,0.000459
2019-07-25,9809.09668,10154.253906,9773.957031,9911.841797,15821952090,15657943386.578747,15987678698.137972,1.047447,102.745117,1.047447,155199057712193.72,15657943386.578747,15987678698.137972,1.047447,155199057712193.72,2.406918,2.51683,2.384253,2.384253,60195321,60767545.662819,59628484.757285,-0.941662,-0.022665,-0.941662,144885204.57174,60767545.662819,59628484.757285,-0.941662,144885204.57174,4157.210536,0.05409,0.055961,0.054853,0.054932,0.037059,0.043023,0.044426,0.047719,0.042627,0.000351
2019-07-26,9913.126953,9916.517578,9717.982422,9870.303711,14495714483,14558605505.42097,14433095140.49368,-0.431985,-42.823242,-0.431985,143697857946231.72,14558605505.42097,14433095140.49368,-0.431985,143697857946231.72,2.383176,2.425676,2.350337,2.403562,38644891,38317121.641084,38975464.13822,0.855412,0.020386,0.855412,92097580.16744,38317121.641084,38975464.13822,0.855412,92097580.16744,4106.531651,0.054946,0.054027,0.054387,0.05459,0.033249,0.042567,0.042696,0.04699,0.042998,0.000224
2019-07-27,9871.165039,10167.320312,9411.521484,9477.677734,16817809536,17516039073.924328,16147413030.736334,-3.98623,-393.487305,-3.98623,166011373525375.1,17516039073.924328,16147413030.736334,-3.98623,166011373525375.1,2.403562,2.460594,2.233293,2.25848,57981370,61706022.277359,54481542.368198,-6.036124,-0.145082,-6.036124,139361821.63713,61706022.277359,54481542.368198,-6.036124,139361821.63713,4196.484995,0.054601,0.056067,0.051833,0.051359,0.039921,0.042959,0.043359,0.044477,0.04021,0.000338
2019-07-28,9491.626953,9575.544922,9252.296875,9552.860352,13738687093,13650622736.376572,13827319579.814796,0.645131,61.233398,0.645131,130402492712469.36,13650622736.376572,13827319579.814796,0.645131,130402492712469.36,2.261186,2.285934,2.134983,2.217729,37139642,37867399.837649,36425870.63812,-1.921858,-0.043457,-1.921858,83979634.244881,37867399.837649,36425870.63812,-1.921858,83979634.244881,4307.496523,0.051478,0.051253,0.050506,0.051978,0.031074,0.040225,0.040044,0.042366,0.039426,0.000215
2019-07-29,9548.178711,9681.648438,9472.948242,9519.145508,13791445323,13833508954.984756,13749509594.148243,-0.304071,-29.033203,-0.304071,131683184626127.14,13833508954.984756,13749509594.148243,-0.304071,131683184626127.14,2.217042,2.244028,2.130988,2.140304,41163755,42639629.076712,39738964.957964,-3.461273,-0.076738,-3.461273,91261772.448955,42639629.076712,39738964.957964,-3.461273,91261772.448955,4447.566847,0.051943,0.052116,0.052345,0.0517,0.031225,0.039377,0.039249,0.04228,0.037938,0.000239
2019-07-30,9522.329102,9701.759766,9437.335938,9607.423828,13829811132,13707317941.552479,13953398962.68057,0.893634,85.094727,0.893634,131692013011356.61,13707317941.552479,13953398962.68057,0.893634,131692013011356.61,2.141511,2.177948,2.012703,2.089139,63663046,65258995.200768,62106126.726732,-2.445562,-0.052372,-2.445562,136335110.974981,65258995.200768,62106126.726732,-2.445562,136335110.974981,4598.748048,0.05173,0.05228,0.052048,0.052427,0.031335,0.037927,0.037995,0.03974,0.036955,0.000371
2019-07-31,9604.050781,10085.62793,9598.097656,10085.62793,16631520648,15837384641.428974,17465477118.06365,5.014313,481.577148,5.014313,159729968872799.9,15837384641.428974,17465477118.06365,5.014313,159729968872799.9,2.086894,2.219049,2.078782,2.196838,59937401,56937748.808337,63095083.908706,5.268301,0.109944,5.268301,125083004.640643,56937748.808337,63095083.908706,5.268301,125083004.640643,4590.975019,0.052403,0.055403,0.053388,0.056362,0.039385,0.036878,0.038775,0.041159,0.039025,0.000349
2019-08-01,10077.442383,10446.919922,9922.019531,10399.668945,17165337858,16633481715.153498,17714200119.080055,3.197503,322.226562,3.197503,172982703245505.12,16633481715.153498,17714200119.080055,3.197503,172982703245505.12,2.200066,2.227178,2.123102,2.181257,46293195,46692383.36256,45897419.428507,-0.854933,-0.018809,-0.854933,101848088.500135,46692383.36256,45897419.428507,-0.854933,101848088.500135,4767.741215,0.056299,0.058342,0.056087,0.058946,0.040919,0.039051,0.038929,0.042111,0.038725,0.000269
2019-08-02,10402.042969,10657.953125,10371.013672,10518.174805,17489094082,17295995883.658478,17684348092.26779,1.116433,116.131836,1.116433,181922308125475.3,17295995883.658478,17684348092.26779,1.116433,181922308125475.3,2.178668,2.446102,2.151955,2.399795,88993103,80792910.73756,98025585.528097,10.149643,0.221127,10.149643,193886427.698514,80792910.73756,98025585.528097,10.149643,193886427.698514,4382.947111,0.05897,0.060059,0.059829,0.059922,0.041849,0.038641,0.043084,0.04273,0.042925,0.000519
2019-08-03,10519.27832,10946.78125,10503.504883,10821.726562,15352685061,14923604490.285133,15794102472.743109,2.875181,302.448242,2.875181,161499167120762.9,14923604490.285133,15794102472.743109,2.875181,161499167120762.9,2.398677,2.722937,2.340564,2.425479,158068000,156321330.200264,159834186.364657,1.117359,0.026802,1.117359,379154093.529701,156321330.200264,159834186.364657,1.117359,379154093.529701,4461.686476,0.059935,0.062408,0.060933,0.06242,0.035711,0.042865,0.048337,0.04678,0.043419,0.000924
2019-08-04,10821.632812,11009.207031,10620.27832,10970.18457,16530894787,16307043176.930655,16757819274.401365,1.37273,148.551758,1.37273,178891273446984.4,16307043176.930655,16757819274.401365,1.37273,178891273446984.4,2.424612,2.599101,2.424612,2.497683,95419755,92628200.961565,98295438.643335,3.013719,0.073071,3.013719,231355887.331438,92628200.961565,98295438.643335,3.013719,231355887.331438,4392.144383,0.062423,0.062916,0.061906,0.063641,0.039096,0.043363,0.045987,0.048585,0.044807,0.000557
2019-08-05,10960.735352,11895.091797,10960.735352,11805.65332,23875988832,22167209873.437702,25716490526.346203,7.708588,844.917969,7.708588,261698394844413.84,22167209873.437702,25716490526.346203,7.708588,261698394844413.84,2.501852,2.62923,2.480427,2.484375,87397910,88012735.208617,86787379.738429,-0.698564,-0.017477,-0.698564,218656639.033909,88012735.208617,86787379.738429,-0.698564,218656639.033909,4751.961085,0.063568,0.070123,0.064743,0.070517,0.0602,0.044846,0.046558,0.049784,0.044551,0.00051
2019-08-06,11811.544922,12273.821289,11290.731445,11478.168945,23635107660,24321574041.0799,22968016508.975403,-2.822459,-333.375977,-2.822459,279167135859441.94,24321574041.0799,22968016508.975403,-2.822459,279167135859441.94,2.482007,2.522028,2.354231,2.46067,95016633,95840543.956663,94199804.946214,-0.859668,-0.021337,-0.859668,235831950.756749,95840543.956663,94199804.946214,-0.859668,235831950.756749,4664.651892,0.070569,0.073204,0.067493,0.067822,0.059508,0.044465,0.044524,0.047074,0.044095,0.000555
2019-08-07,11476.193359,12036.990234,11433.701172,11941.96875,22194988641,21329312325.76268,23095799491.815277,4.058623,465.775391,4.058623,254713981253247.75,21329312325.76268,23095799491.815277,4.058623,254713981253247.75,2.462114,2.490607,2.370921,2.391855,69024403,71051947.325295,67054716.849544,-2.853608,-0.070259,-2.853608,169945955.57274,71051947.325295,67054716.849544,-2.853608,169945955.57274,4992.764504,0.067809,0.071277,0.068684,0.071638,0.05537,0.044083,0.043928,0.047432,0.042773,0.000402
2019-08-08,11954.040039,11979.419922,11556.167969,11966.407227,19481591730,19461457658.581425,19501746631.35017,0.103456,12.367188,0.103456,232883727565088.88,19461457658.581425,19501746631.35017,0.103456,232883727565088.88,2.399933,2.403984,2.286609,2.289084,56631921,59374327.994661,54016181.478949,-4.618843,-0.110849,-4.618843,135912821.71014,59374327.994661,54016181.478949,-4.618843,135912821.71014,5227.596474,0.071742,0.070809,0.069704,0.07184,0.047574,0.042889,0.042284,0.045622,0.040798,0.00033
